date,close_price,miners_revenue,difficulty,hash_rate,median_confirmation_time,avg_block_size,n_unique_addresses,n_transactions_per_block,n_transactions,cost_per_transaction_percent
2023-07-15,30330.22,27066441.91831429,53911173001055.0,369831574.5386234,11.041666666666666,1.6834480579710147,732135.0,3514.3478260869565,484980.0,1.5475500695031956
2023-07-16,30291.67,29842687.815297596,53911173001055.0,415390536.6194682,10.95,1.7313029677419356,732664.0,3839.6451612903224,595145.0,2.05082714164438
2023-07-17,30240.28,26196758.55308894,53911173001055.0,364471696.6467593,9.333333333333332,1.6155172867647063,703876.0,3151.5588235294117,428612.0,0.7992450711018122
2023-07-18,30144.2,31319782.33021599,53911173001055.0,434150109.2409926,8.825,1.725549080246913,775244.0,3596.814814814815,582684.0,0.8281249140038116
2023-07-19,29859.24,28328021.50246617,53911173001055.0,396630963.9979439,9.008333333333333,1.7387541013513517,745057.0,3244.925675675676,480249.0,0.7284443165502611
2023-07-20,29912.48,24707512.102940787,53911173001055.0,343032185.0793028,11.541666666666666,1.57570603125,685150.0,3128.125,400400.0,0.7646219587537014
2023-07-21,29802.29,21607034.364091497,53911173001055.0,300153161.94439,12.283333333333333,1.5836044910714289,657357.0,2891.4910714285716,323847.0,0.6461299459423261
2023-07-22,29907.88,26432278.228747524,53911173001055.0,359111818.75489503,10.133333333333333,1.6688782611940296,556589.0,2154.8507462686566,288750.0,2.1434891481710894
2023-07-23,29774.36,28310247.069138404,53911173001055.0,393951025.0520118,10.916666666666666,1.730404278911564,691587.0,3806.9659863945576,559624.0,2.126358940818727
2023-07-24,30081.88,28407356.750944234,53911173001055.0,401990841.889808,9.35,1.7009421200000001,704020.0,3532.82,529923.0,0.8993595207347876
2023-07-25,29178.42,25712518.25357459,53911173001055.0,369831574.5386234,9.216666666666667,1.6838943840579714,734826.0,3352.072463768116,462586.0,0.9807532815132363
